monkey_id lid pid lid_pid age_at_sampling within.age mean.age individual_sex reads unique non_unique meth_cpg unmeth_cpg reads_msp1 perc_chg_meth perc_chh_meth chrX_ratio prep_date parentName grantparent_tissueType date_birth processing_timestamp university perc_unique n
207 1J0 LID_1068035 PID_10525 LID_1068035_PID_10525 11.95 2.245 9.705 M 17349351 9348720 7583743 10323406 17658253 16711862 0.7% 0.4% 0.436061 2023-03-01 DID_1007510 whole_blood 2009-11-30 2021-11-10 asu 0.538851280373542 4
208 8A9 LID_1068036 PID_10525 LID_1068036_PID_10525 17.1 5.9 11.2 M 15910494 8190462 7302364 9028073 14408344 15362802 0.7% 0.5% 0.446196 2023-03-01 DID_1007511 whole_blood 2004-10-06 2021-11-11 asu 0.514783639024659 2
209 12Z LID_1068037 PID_10525 LID_1068037_PID_10525 17.94 3.1475 14.7925 M 20212791 11202195 8471652 11445084 22489752 19392540 0.7% 0.5% 0.460407 2023-03-01 DID_1007512 whole_blood 2003-12-03 2021-11-11 asu 0.554213171253787 4
210 63V LID_1068038 PID_10525 LID_1068038_PID_10525 18.03 4.20666666666667 13.8233333333333 F 17758957 9220396 8043992 10112081 16597220 16986883 0.7% 0.5% 0.761715 2023-03-01 DID_1007513 whole_blood 2003-11-01 2021-11-11 asu 0.519196932567605 3
211 8H0 LID_1068040 PID_10525 LID_1068040_PID_10525 13.09 0.936666666666669 12.1533333333333 M 27473464 14317621 12425062 16715722 25951707 26651087 0.7% 0.4% 0.440232 2023-03-01 DID_1007515 whole_blood 2008-10-13 2021-11-15 asu 0.52114363882181 3
212 6F0 LID_1068041 PID_10525 LID_1068041_PID_10525 14.13 0.475 13.655 M 25682023 14049639 10956934 15648591 25833069 24600299 0.7% 0.4% 0.44353 2023-03-01 DID_1007516 whole_blood 2007-09-28 2021-11-15 asu 0.547061226446219 2
213 3S3 LID_1068044 PID_10525 LID_1068044_PID_10525 8.13 1.04 7.09 F 23651079 13492679 9506909 13162751 24245268 21952991 0.7% 0.5% 0.794789 2023-03-01 DID_1007519 whole_blood 2013-10-01 2021-11-16 asu 0.570488940483434 2
214 0L1 LID_1068046 PID_10525 LID_1068046_PID_10525 11.13 1.025 10.105 M 16134292 8987190 6702868 9579791 16749362 15394211 0.7% 0.5% 0.455655 2023-03-01 DID_1007521 whole_blood 2010-09-28 2021-11-16 asu 0.557024132202392 2
215 2N9 LID_1068047 PID_10525 LID_1068047_PID_10525 10.25 1.03 9.22 M 20412337 11322984 8509530 11426566 21559942 19536435 0.7% 0.5% 0.485127 2023-03-01 DID_1007522 whole_blood 2011-08-16 2021-11-16 asu 0.554712770027263 3
216 43V LID_1068048 PID_10525 LID_1068048_PID_10525 17.91 1.02 16.89 M 28121173 15328245 12036180 17325008 28993920 27018781 0.7% 0.4% 0.452614 2023-03-01 DID_1007523 whole_blood 2003-12-18 2021-11-16 asu 0.545078436095109 2
217 5C0 LID_1068049 PID_10525 LID_1068049_PID_10525 16.02 1.00333333333333 15.0166666666667 F 24299911 13573598 10068656 14006466 29239150 23572425 0.6% 0.4% 0.74385 2023-03-01 DID_1007524 whole_blood 2005-11-07 2021-11-16 asu 0.558586325686543 3
218 0I5 LID_1068050 PID_10525 LID_1068050_PID_10525 13.11 3.32 9.79 F 28906914 17197178 10962156 15973612 38596342 27730736 0.6% 0.4% 0.758916 2023-03-01 DID_1007525 whole_blood 2008-10-08 2021-11-17 asu 0.594915735384275 3
219 50I LID_1068051 PID_10525 LID_1068051_PID_10525 23.93 3.44 20.49 F 12025133 6459130 5286313 7542460 10462761 11514967 0.7% 0.4% 0.77116 2023-03-01 DID_1007526 whole_blood 1997-12-11 2021-11-17 asu 0.53713584706298 4
220 77I LID_1068052 PID_10525 LID_1068052_PID_10525 23.88 3.9 19.98 M 15452312 8837822 6229331 8929358 13369621 13971929 0.8% 0.5% 0.473306 2023-03-01 DID_1007527 whole_blood 1998-01-13 2021-11-29 asu 0.571941726260769 2
221 6N0 LID_111589 PID_10496 LID_111589_PID_10496 8.09 -1.03 9.12 M 15175832 10244886 4527659 6244984 29647107 14100489 0.5% 0.4% 0.458995 2022-06-27 DID_1006370 whole_blood 2011-09-12 2019-10-15 asu 0.675079033558094 3
222 73S LID_111590 PID_10491 LID_111590_PID_10491 16.92 4.88 12.04 M 17135484 11565182 5008368 8108094 29028003 15127023 0.5% 0.4% 0.478101 2022-06-27 DID_1006382 whole_blood 2002-11-23 2019-10-23 asu 0.674925902297245 2
223 8C0 LID_111591 PID_10497 LID_111591_PID_10497 13.05 1.16 11.89 M 24117293 15742801 7711039 12605568 33211446 21507078 0.6% 0.5% 0.461936 2022-06-27 DID_1006394 whole_blood 2006-10-12 2019-10-31 asu 0.652759868199138 4
224 5C0 LID_111592 PID_10496 LID_111592_PID_10496 14.01 -1.00666666666667 15.0166666666667 F 18602184 10991020 7051100 10622816 19554065 16647216 0.7% 0.5% 0.770628 2022-06-27 DID_1006406 whole_blood 2005-11-07 2019-11-11 asu 0.590845677045233 3
225 4M3 LID_111597 PID_10496 LID_111597_PID_10496 8.15 -1.04333333333333 9.19333333333333 M 20586206 13377358 6675975 9277069 34813934 19317604 0.6% 0.4% 0.459402 2022-06-27 DID_1006371 whole_blood 2011-08-20 2019-10-15 asu 0.649821438685691 3
226 17K LID_111598 PID_10496 LID_111598_PID_10496 20.92 0.685000000000002 20.235 M 16391337 10922885 4923452 7466417 26078924 14466522 0.6% 0.5% 0.48139 2022-06-27 DID_1006383 whole_blood 1998-11-20 2019-10-23 asu 0.666381577048901 4
227 50I LID_111601 PID_10495 LID_111601_PID_10495 21.94 1.45 20.49 F 31294044 19449488 11002185 18899462 32977543 27453007 0.7% 0.5% 0.784031 2022-06-27 DID_1006419 whole_blood 1997-12-11 2019-11-18 asu 0.621507658134564 4
228 2C9 LID_111602 PID_10496 LID_111602_PID_10496 14.1 1.2775 12.8225 M 31343209 18595430 11706495 16490356 37247995 28473490 0.7% 0.5% 0.451899 2022-06-27 DID_1006431 whole_blood 2005-10-25 2019-12-02 asu 0.593284178400495 4
229 9C1 LID_111603 PID_10495 LID_111603_PID_10495 13.11 2.045 11.065 F 22945878 15060789 7202894 12531614 32353337 20107658 0.7% 0.5% 0.770204 2022-06-27 DID_1006443 whole_blood 2006-10-26 2019-12-05 asu 0.656361417070203 2
230 5G3 LID_111606 PID_10497 LID_111606_PID_10497 11.12 -1.00333333333334 12.1233333333333 M 17065418 12364894 4036156 5837997 22719777 11019479 0.6% 0.5% 0.498596 2022-06-27 DID_1006384 whole_blood 2008-09-10 2019-10-23 asu 0.724558519457302 3
231 28G LID_111607 PID_10495 LID_111607_PID_10495 22.77 3.88 18.89 F 12890995 8401074 4090359 6564119 13360524 10319676 0.7% 0.6% 0.848794 2022-06-27 DID_1006396 whole_blood 1997-01-26 2019-11-04 asu 0.651700974207189 2
232 98K LID_111608 PID_10496 LID_111608_PID_10496 20.62 1.215 19.405 M 13646721 7775472 5549347 7305025 16002563 12861641 0.6% 0.5% 0.443161 2022-06-27 DID_1006408 whole_blood 1999-03-30 2019-11-12 asu 0.569768518019823 4
233 61R LID_111611 PID_10496 LID_111611_PID_10496 17.97 5.21666666666667 12.7533333333333 M 18505459 12385104 5636161 8514234 29307954 16035000 0.6% 0.5% 0.480623 2022-06-27 DID_1006444 whole_blood 2001-12-15 2019-12-05 asu 0.669267592876243 3
234 2I2 LID_111613 PID_10496 LID_111613_PID_10496 9.99 -1.00666666666667 10.9966666666667 M 15206968 10536185 4157763 5694439 26657179 12670829 0.5% 0.5% 0.476669 2022-06-27 DID_1006373 whole_blood 2009-10-18 2019-10-16 asu 0.692852447641108 3
235 6Q5 LID_111614 PID_10497 LID_111614_PID_10497 6.27 -0.485 6.755 M 11682210 8494908 2558046 3625828 19036546 7756237 0.5% 0.5% 0.500323 2022-06-27 DID_1006385 whole_blood 2013-07-20 2019-10-28 asu 0.727166178317288 2
236 3L2 LID_111616 PID_10495 LID_111616_PID_10495 9.11 -0.960000000000001 10.07 M 23407538 14797087 7954357 13355387 23777631 19713436 0.7% 0.5% 0.456812 2022-06-27 DID_1006409 whole_blood 2010-10-01 2019-11-12 asu 0.632150506388156 2
237 59A LID_111619 PID_10495 LID_111619_PID_10495 27.03 -0.943333333333332 27.9733333333333 F 32965614 22665161 9380901 15262914 53566019 27366958 0.6% 0.5% 0.774782 2022-06-27 DID_1006445 whole_blood 1992-11-29 2019-12-09 asu 0.687539476740824 3
238 81O LID_111620 PID_10491 LID_111620_PID_10491 19.09 3.895 15.195 M 14599885 9338589 4873945 8397111 16446370 12806930 0.7% 0.5% 0.468692 2022-06-27 DID_1006457 whole_blood 2000-11-13 2019-12-16 asu 0.63963442177798 2
239 0R8 LID_111621 PID_10497 LID_111621_PID_10497 6.23 -0.505 6.735 M 8065338 5370460 2404142 2490076 16312467 7250360 0.4% 0.4% 0.478337 2022-06-27 DID_1006374 whole_blood 2013-07-28 2019-10-21 asu 0.665869179940134 2
240 40L LID_111623 PID_10491 LID_111623_PID_10491 19.86 2.875 16.985 F 23807855 15807774 7172524 10842972 43461256 21390062 0.5% 0.4% 0.73011 2022-06-27 DID_1006398 whole_blood 1999-12-26 2019-11-04 asu 0.663973045870785 2
241 1L5 LID_111624 PID_10496 LID_111624_PID_10496 9.05 -0.51 9.56 F 15590739 9372936 5832840 7657014 21823066 14559104 0.5% 0.4% 0.734029 2022-06-27 DID_1006410 whole_blood 2010-10-24 2019-11-12 asu 0.601186127225913 2
242 1G0 LID_111626 PID_10491 LID_111626_PID_10491 11.13 2 9.13 F 21831279 14141897 7132335 12602496 24633779 19027854 0.7% 0.5% 0.793843 2022-06-27 DID_1006434 whole_blood 2008-10-18 2019-12-03 asu 0.647781424075062 3
243 7J8 LID_111627 PID_10495 LID_111627_PID_10495 10.26 -0.949999999999999 11.21 F 17234093 11853093 4867880 8451842 25507280 14023026 0.6% 0.4% 0.810017 2022-06-27 DID_1006446 whole_blood 2009-09-06 2019-12-10 asu 0.687770049749645 3
244 78I LID_111628 PID_10495 LID_111628_PID_10495 22 3.0025 18.9975 F 24370804 16316409 7472317 12079339 33563794 20222177 0.6% 0.5% 0.803438 2022-06-27 DID_1006458 whole_blood 1997-12-15 2019-12-16 asu 0.669506389694817 4
245 6C9 LID_111630 PID_10491 LID_111630_PID_10491 13.66 -0.615 14.275 M 17746202 11366025 5890994 10376189 20278519 15649929 0.7% 0.5% 0.456557 2022-06-27 DID_1006387 whole_blood 2006-03-01 2019-10-28 asu 0.640476480544964 2
246 8D2 LID_111632 PID_10491 LID_111632_PID_10491 12.8 -0.469999999999999 13.27 M 18461744 11682152 5996479 10250103 19496382 15352031 0.7% 0.5% 0.460392 2022-06-27 DID_1006411 whole_blood 2007-01-25 2019-11-12 asu 0.632776188425102 2
247 33T LID_111636 PID_10495 LID_111636_PID_10495 17.02 3.005 14.015 M 22007978 14043542 7443316 12395385 27817408 19732225 0.7% 0.5% 0.453908 2022-06-27 DID_1006459 whole_blood 2002-12-07 2019-12-16 asu 0.638111415778405 2
248 6P5 LID_111637 PID_10491 LID_111637_PID_10491 7.08 -0.996666666666666 8.07666666666667 M 11983070 8616195 3001801 4595744 28226654 10867852 0.5% 0.4% 0.457164 2022-06-27 DID_1006376 whole_blood 2012-09-23 2019-10-21 asu 0.719030682454496 3
249 0L1 LID_111638 PID_10495 LID_111638_PID_10495 9.08 -1.025 10.105 M 12060250 7945888 3740850 5662258 17253625 10229490 0.7% 0.5% 0.481402 2022-06-27 DID_1006388 whole_blood 2010-09-28 2019-10-28 asu 0.658849360502477 2
250 4M1 LID_111639 PID_10496 LID_111639_PID_10496 8.12 -0.540000000000001 8.66 M 9846319 5829622 3687772 4680430 10874836 8546952 0.6% 0.5% 0.474768 2022-06-27 DID_1006400 whole_blood 2011-09-20 2019-11-04 asu 0.592061053475923 2
251 1H6 LID_111640 PID_10496 LID_111640_PID_10496 10.94 3.41 7.53 F 15945760 10005300 5374222 8786137 18653214 13786838 0.6% 0.4% 0.799338 2022-06-27 DID_1006412 whole_blood 2008-12-04 2019-11-12 asu 0.627458333751417 2
252 63V LID_111643 PID_10496 LID_111643_PID_10496 16.11 2.28666666666667 13.8233333333333 F 17739298 11572611 5542993 6408998 30189469 15069533 0.5% 0.5% 0.751781 2022-06-27 DID_1006448 whole_blood 2003-11-01 2019-12-10 asu 0.652371418530767 3
253 5P4 LID_111646 PID_10495 LID_111646_PID_10495 6.93 -0.996666666666667 7.92666666666667 M 28415478 19801737 7790024 10530981 62786410 26161384 0.4% 0.4% 0.454485 2022-06-27 DID_1006389 whole_blood 2012-11-26 2019-10-30 asu 0.696864469427542 3
254 96B LID_111647 PID_10495 LID_111647_PID_10495 25.83 5.55666666666667 20.2733333333333 M 38029044 27027104 9589424 13784017 70277401 29636299 0.5% 0.4% 0.47149 2022-06-27 DID_1006401 whole_blood 1994-01-06 2019-11-04 asu 0.710696382480717 3
255 73V LID_111648 PID_10495 LID_111648_PID_10495 16.04 5.21333333333333 10.8266666666667 M 17347093 10861000 6013357 9942715 19084113 15120267 0.7% 0.5% 0.454563 2022-06-27 DID_1006413 whole_blood 2003-11-04 2019-11-18 asu 0.626099139492709 3
256 8H0 LID_111649 PID_10491 LID_111649_PID_10491 11.1 -1.05333333333333 12.1533333333333 M 30438350 17845895 11789149 17394886 40542366 28988255 0.6% 0.4% 0.419805 2022-06-27 DID_1006425 whole_blood 2008-10-13 2019-11-19 asu 0.586296399114932 3
257 46N LID_111650 PID_10495 LID_111650_PID_10495 20.06 2.60333333333333 17.4566666666667 M 27370818 15642033 10979326 15689625 31544604 25817957 0.6% 0.5% 0.42906 2022-06-27 DID_1006437 whole_blood 1999-11-12 2019-12-04 asu 0.571485769990506 2
258 3S3 LID_111653 PID_10496 LID_111653_PID_10496 6.05 -1.04 7.09 F 19833321 12841424 6442062 7996744 35374905 18390928 0.5% 0.4% 0.755278 2022-06-27 DID_1006378 whole_blood 2013-10-01 2019-10-21 asu 0.647467158929158 2
259 1J0 LID_111654 PID_10495 LID_111654_PID_10495 9.92 0.215 9.705 M 19622192 12217797 6815829 10476624 25280373 17596530 0.7% 0.6% 0.466565 2022-06-27 DID_1006390 whole_blood 2009-11-30 2019-10-30 asu 0.622651995251091 4
260 2N9 LID_111655 PID_10495 LID_111655_PID_10495 8.22 -0.999999999999998 9.22 M 27157888 16703306 9770897 15081979 37821449 25252298 0.6% 0.4% 0.434032 2022-06-27 DID_1006402 whole_blood 2011-08-16 2019-11-05 asu 0.61504436574744 3
261 2A2 LID_111657 PID_10495 LID_111657_PID_10495 14.98 1.94333333333333 13.0366666666667 F 23994254 14263118 9051059 13398454 32997310 22513187 0.6% 0.4% 0.72073 2022-06-27 DID_1006426 whole_blood 2004-11-28 2019-11-19 asu 0.594438901913766 3
262 7B2 LID_111658 PID_10496 LID_111658_PID_10496 14.15 3.64 10.51 M 30445782 16875775 12679815 14308314 39631169 28800647 0.5% 0.3% 0.442219 2022-06-27 DID_1006438 whole_blood 2005-10-10 2019-12-04 asu 0.554289425050734 3
263 8A7 LID_111659 PID_10495 LID_111659_PID_10495 15.09 -0.955000000000002 16.045 M 19260059 12891627 5871897 8478109 35978365 17475364 0.5% 0.4% 0.456216 2022-06-27 DID_1006450 whole_blood 2004-11-08 2019-12-11 asu 0.669345145827435 2
264 9D1 LID_111661 PID_10495 LID_111661_PID_10495 13.02 -1.01333333333333 14.0333333333333 M 24963936 17845527 6108128 9843517 46317844 19666143 0.5% 0.5% 0.511145 2022-06-27 DID_1006379 whole_blood 2006-10-15 2019-10-21 asu 0.714852297330036 3
265 04N LID_111665 PID_10495 LID_111665_PID_10495 19.65 -0.5 20.15 F 28368395 16700678 10927787 16094409 39128150 26741765 0.5% 0.4% 0.714446 2022-06-27 DID_1006427 whole_blood 2000-03-25 2019-11-19 asu 0.588707186289531 2
266 04Z LID_111670 PID_10495 LID_111670_PID_10495 15.72 2.55666666666667 13.1633333333333 M 37233319 24597109 11503443 16580119 69460390 33984933 0.5% 0.4% 0.45333 2022-06-27 DID_1006392 whole_blood 2004-02-10 2019-10-30 asu 0.660620907848693 3
267 12Z LID_111672 PID_10525 LID_111672_PID_10525 15.96 1.1675 14.7925 M 16040741 10162390 5287245 7655425 26401332 14611635 0.5% 0.4% 0.448529 2022-06-27 DID_1006416 whole_blood 2003-12-03 2019-11-18 asu 0.633536193870346 4
268 4K7 LID_111673 PID_10503 LID_111673_PID_10503 9.05 -0.633333333333333 9.68333333333333 M 14383420 8803932 5228003 7815249 21567569 13511503 0.5% 0.4% 0.431426 2022-06-27 DID_1006428 whole_blood 2010-10-31 2019-11-20 asu 0.61208891904707 2
269 5R6 LID_111677 PID_10495 LID_111677_PID_10495 6.26 -1.08 7.34 M 18882957 12412357 5981227 8402451 34322170 17638508 0.5% 0.4% 0.463427 2022-06-27 DID_1006381 whole_blood 2013-07-21 2019-10-23 asu 0.657331211419906 3
270 43V LID_111678 PID_10495 LID_111678_PID_10495 15.87 -1.02 16.89 M 24775998 16933296 7169048 11211942 48979188 22956514 0.5% 0.4% 0.458162 2022-06-27 DID_1006393 whole_blood 2003-12-18 2019-10-31 asu 0.683455657366456 2
271 9H7 LID_111680 PID_10495 LID_111680_PID_10495 11.11 3.46 7.65 F 28085267 16368030 10977901 15505992 39583776 26733591 0.6% 0.4% 0.708585 2022-06-27 DID_1006417 whole_blood 2008-10-10 2019-11-18 asu 0.582797735196892 2
272 52P LID_111683 PID_10495 LID_111683_PID_10495 18.99 2.932 16.058 F 28793941 18820955 9262800 14713554 49219971 26959892 0.5% 0.4% 0.721957 2022-06-27 DID_1006453 whole_blood 2000-12-17 2019-12-12 asu 0.653642896608005 5
273 8D6 LID_111693 PID_10495 LID_111693_PID_10495 14.02 4.58 9.44 M 12810112 6630978 5839015 6495856 14684187 12246431 0.5% 0.3% 0.449843 2022-07-12 DID_1006490 whole_blood 2006-10-19 2020-10-28 asu 0.51763622363333 3
274 0I5 LID_111694 PID_10495 LID_111694_PID_10495 12.07 2.28 9.79 F 21239572 12610253 8059544 12212575 24762926 19816374 0.6% 0.4% 0.765624 2022-07-12 DID_1006555 whole_blood 2008-10-08 2020-11-04 asu 0.593715024012725 3
275 04Z LID_111696 PID_10495 LID_111696_PID_10495 16.77 3.60666666666667 13.1633333333333 M 27247730 15819227 10772545 16715651 28867597 25486930 0.6% 0.4% 0.446915 2022-07-12 DID_1006579 whole_blood 2004-02-10 2020-11-17 asu 0.580570454859909 3
276 12Z LID_111697 PID_10495 LID_111697_PID_10495 16.99 2.1975 14.7925 M 25192874 16526836 8047483 13057430 39143514 22857953 0.6% 0.4% 0.455421 2022-07-12 DID_1006591 whole_blood 2003-12-03 2020-12-01 asu 0.65601233110601 4
277 6C9 LID_111698 PID_10495 LID_111698_PID_10495 14.89 0.615 14.275 M 19328722 11896400 7005793 11099229 27063429 18303712 0.6% 0.4% 0.436518 2022-07-12 DID_1006603 whole_blood 2006-03-01 2021-01-20 asu 0.615477836558465 2
278 37N LID_111701 PID_10496 LID_111701_PID_10496 20.7 -0.485000000000003 21.185 M 27981933 16249781 10994665 16235660 32517999 25652064 0.6% 0.4% 0.436916 2022-07-12 DID_1006491 whole_blood 2000-02-06 2020-10-19 asu 0.580724033611259 2
279 5C0 LID_111703 PID_10495 LID_111703_PID_10495 15.02 0.00333333333333385 15.0166666666667 F 28825024 19314062 8780244 13497731 53458266 26726066 0.5% 0.4% 0.720523 2022-07-12 DID_1006568 whole_blood 2005-11-07 2020-11-16 asu 0.670044958158578 3
280 30L LID_111704 PID_10495 LID_111704_PID_10495 20.87 5.9625 14.9075 M 35250549 20989440 13336382 20049928 48768634 33521907 0.5% 0.4% 0.44002 2022-07-12 DID_1006580 whole_blood 2000-01-04 2020-11-17 asu 0.595435832786604 4
281 9I6 LID_111706 PID_10495 LID_111706_PID_10495 11.07 -0.460000000000001 11.53 F 19186742 11367329 7364543 11745570 21840535 18048180 0.7% 0.5% 0.744248 2022-07-12 DID_1006604 whole_blood 2009-11-07 2020-12-03 asu 0.592457489656139 2
282 5Q0 LID_111707 PID_10495 LID_111707_PID_10495 7.17 -0.51 7.68 M 18998334 12010329 6485688 10148159 24329059 16545680 0.6% 0.5% 0.450261 2022-07-12 DID_1006468 whole_blood 2013-08-05 2020-10-06 asu 0.632178010977173 2
283 7M3 LID_111708 PID_10495 LID_111708_PID_10495 9.05 -0.489999999999998 9.54 M 24435017 14862053 9003142 14487480 26623745 22120212 0.6% 0.4% 0.453317 2022-07-12 DID_1006480 whole_blood 2011-09-25 2020-10-14 asu 0.608227651325145 2
284 8D2 LID_111709 PID_10496 LID_111709_PID_10496 13.74 0.470000000000001 13.27 M 26203607 16822280 8679924 13725142 27933255 21628249 0.6% 0.4% 0.467315 2022-07-12 DID_1006492 whole_blood 2007-01-25 2020-10-21 asu 0.641983372747118 2
285 79Z LID_111710 PID_10495 LID_111710_PID_10495 15.95 -0.489999999999998 16.44 F 25446864 15069916 9692047 14996345 31920538 23986867 0.6% 0.4% 0.73761 2022-07-12 DID_1006557 whole_blood 2004-11-21 2020-11-04 asu 0.592211126683429 2
286 4M3 LID_111712 PID_10495 LID_111712_PID_10495 9.25 0.0566666666666666 9.19333333333333 M 24279683 15159949 8585260 14185030 26893509 21461960 0.6% 0.4% 0.452591 2022-07-12 DID_1006581 whole_blood 2011-08-20 2020-11-19 asu 0.62438825910536 3
287 11Z LID_111713 PID_10495 LID_111713_PID_10495 17.05 3.44 13.61 M 34660010 22862374 10868134 16277589 61275254 31085676 0.5% 0.3% 0.444602 2022-07-12 DID_1006593 whole_blood 2003-11-12 2020-12-02 asu 0.659618217074952 2
288 1L5 LID_111720 PID_10495 LID_111720_PID_10495 10.07 0.51 9.56 F 8685610 3871897 4559233 4508172 4700214 8156915 0.8% 1.2% 0.879188 2022-07-12 DID_1006582 whole_blood 2010-10-24 2020-11-19 asu 0.445782967459971 2
289 5R6 LID_111722 PID_10495 LID_111722_PID_10495 7.5 0.16 7.34 M 6514524 3451678 2859761 3304974 5294764 5961562 0.8% 0.7% 0.515135 2022-07-12 DID_1006606 whole_blood 2013-07-21 2021-01-19 asu 0.529843469760799 3
290 0P8 LID_111723 PID_10496 LID_111723_PID_10496 8.07 -0.515000000000001 8.585 M 14599573 8955187 5258147 6969561 18898971 13009387 0.6% 0.5% 0.447981 2022-07-12 DID_1006470 whole_blood 2012-09-13 2020-10-07 asu 0.613386912069278 2
291 18Z LID_111724 PID_10496 LID_111724_PID_10496 16.66 1.28666666666667 15.3733333333333 M 34724359 20296540 13537007 20312856 35216307 31808942 0.6% 0.5% 0.460786 2022-07-12 DID_1006482 whole_blood 2004-02-15 2020-10-14 asu 0.584504382067931 3
292 4M1 LID_111729 PID_10496 LID_111729_PID_10496 9.2 0.539999999999999 8.66 M 33734231 20504975 12402579 18162535 44164838 31403361 0.5% 0.4% 0.45203 2022-07-12 DID_1006595 whole_blood 2011-09-20 2020-12-02 asu 0.607838815119278 2
293 8H0 LID_111730 PID_10496 LID_111730_PID_10496 12.27 0.116666666666669 12.1533333333333 M 20291006 12325882 7500637 11423232 24692005 18981884 0.6% 0.4% 0.445469 2022-07-12 DID_1006607 whole_blood 2008-10-13 2021-01-19 asu 0.607455441095429 3
294 8E8 LID_111731 PID_10496 LID_111731_PID_10496 12.94 -0.520000000000001 13.46 F 21192389 13662546 7048997 10184619 19485505 15605856 0.6% 0.4% 0.859309 2022-07-12 DID_1006471 whole_blood 2007-10-29 2020-10-07 asu 0.644691167192146 2
295 4S5 LID_111732 PID_10496 LID_111732_PID_10496 6.84 -0.5 7.34 M 22792980 13218364 9045032 13350656 23589212 21086444 0.6% 0.4% 0.448209 2022-07-12 DID_1006483 whole_blood 2013-12-14 2020-10-15 asu 0.579931364832505 2
296 2I2 LID_111733 PID_10496 LID_111733_PID_10496 11.01 0.0133333333333319 10.9966666666667 M 21277167 12954526 7698934 12704625 26481327 19749490 0.6% 0.4% 0.457268 2022-07-12 DID_1006495 whole_blood 2009-10-18 2020-10-22 asu 0.608846375083675 3
297 30Z LID_111734 PID_10496 LID_111734_PID_10496 17.05 5.375 11.675 M 43794321 26632864 16121303 25586899 58730325 41567870 0.5% 0.4% 0.448442 2022-07-12 DID_1006560 whole_blood 2003-10-16 2020-11-04 asu 0.608135105005966 2
298 04N LID_111735 PID_10496 LID_111735_PID_10496 20.65 0.5 20.15 F 35799692 22050276 12902152 20107635 47770293 32967179 0.5% 0.4% 0.74813 2022-07-12 DID_1006572 whole_blood 2000-03-25 2020-11-16 asu 0.615934796310538 2
299 5P4 LID_111736 PID_10496 LID_111736_PID_10496 7.98 0.0533333333333337 7.92666666666667 M 40683967 23662078 16096105 23944390 49796528 38752326 0.6% 0.4% 0.434871 2022-07-12 DID_1006584 whole_blood 2012-11-26 2020-11-19 asu 0.581606950964246 3
300 52P LID_111737 PID_10496 LID_111737_PID_10496 19.96 3.902 16.058 F 22444677 13676097 8220649 12101457 28652664 20727174 0.6% 0.4% 0.747639 2022-07-12 DID_1006596 whole_blood 2000-12-17 2020-12-03 asu 0.60932474100652 5
301 2J2 LID_111739 PID_10496 LID_111739_PID_10496 11.08 -0.52 11.6 F 22690948 14046559 8007029 12431911 25198784 19907175 0.6% 0.4% 0.781787 2022-07-12 DID_1006472 whole_blood 2009-09-07 2020-10-08 asu 0.619037997002153 2
302 93Z LID_111740 PID_10496 LID_111740_PID_10496 15.84 -0.489999999999998 16.33 F 14628686 7936814 6332462 8212361 13004039 13737387 0.7% 0.5% 0.79126 2022-07-12 DID_1006484 whole_blood 2004-12-13 2020-10-15 asu 0.542551395251768 2
303 0R8 LID_111741 PID_10496 LID_111741_PID_10496 7.24 0.505 6.735 M 21058189 13495026 6906557 11130632 23757404 17937175 0.6% 0.5% 0.472948 2022-07-12 DID_1006496 whole_blood 2013-07-28 2020-10-22 asu 0.640844566453459 2
304 0C6 LID_111742 PID_10496 LID_111742_PID_10496 14.88 3.375 11.505 F 24832496 15130934 9099359 14141013 27442700 22503050 0.6% 0.4% 0.769148 2022-07-12 DID_1006561 whole_blood 2005-12-20 2020-11-05 asu 0.609319900826723 2
305 6P5 LID_111747 PID_10496 LID_111747_PID_10496 8.04 -0.0366666666666671 8.07666666666667 M 18190661 10339567 7413369 10160776 17750064 16594095 0.6% 0.4% 0.466932 2022-07-12 DID_1006473 whole_blood 2012-09-23 2020-10-08 asu 0.568399740943993 3
306 2C9 LID_111748 PID_10496 LID_111748_PID_10496 14.97 2.1475 12.8225 M 22157941 13055753 8531442 12248451 27168396 20948754 0.5% 0.4% 0.451312 2022-07-12 DID_1006485 whole_blood 2005-10-25 2020-10-15 asu 0.589213275728101 4
307 98K LID_111749 PID_10496 LID_111749_PID_10496 21.58 2.175 19.405 M 34864783 22372816 11564660 17577260 51061105 31109392 0.5% 0.4% 0.445392 2022-07-12 DID_1006497 whole_blood 1999-03-30 2020-10-26 asu 0.641702430788111 4
308 3E2 LID_111751 PID_10496 LID_111751_PID_10496 14.08 4.385 9.695 F 23101589 16011843 6390871 10858193 34465462 19248669 0.5% 0.4% 0.802978 2022-07-12 DID_1006574 whole_blood 2006-10-16 2020-11-16 asu 0.693105699352542 2
309 8C0 LID_111752 PID_10496 LID_111752_PID_10496 14.13 2.24 11.89 M 30129644 19716839 9689473 14338396 52451712 28181324 0.5% 0.3% 0.440273 2022-07-12 DID_1006586 whole_blood 2006-10-12 2020-11-30 asu 0.654399998884819 4
310 5B2 LID_111753 PID_10496 LID_111753_PID_10496 15 3.33666666666667 11.6633333333333 M 26215156 15466354 10055337 14571930 31717044 24366329 0.6% 0.4% 0.446878 2022-07-12 DID_1006598 whole_blood 2005-12-03 2020-12-03 asu 0.589977568701098 3
